product_code,product_name_en,product_name_ko,rows,sentiment_pos,sentiment_neg,sentiment_neu,top_categories,neg_excerpt_1,neg_excerpt_2,neg_excerpt_3,neg_excerpt_4,neg_excerpt_5
GW5,Galaxy Watch5,갤럭시 워치5,25,7,6,12,accessories:6|software:6|display:3|comparison:3|connectivity:2,"Galaxy watch 5 won't reconnect to phone I have restarted both, tried changing date back to 2023....updating....nothing. im not sure what's going on. It hasn't connected to my phone for a week now. Any",">My $15 weight scale from Amazon measures body fat and syncs to my phone Smartwatches like the Samsung Galaxy Watch 5/6, which use wrist based sensors to measure body fat, are convenient but not very ","SKT) If the Galaxy Watch LTE mother line is a 5G device, it seems that 5G sharing is not possible. This is a story from the SKT line. Through several posts, I saw that SKT allows users to subscribe to",It seems to be definitely better than the existing Galaxy Watch 4 and Galaxy Watch 5. I don't know if it's a problem with Google's Wear OS itself or with Samsung's Exynos chipset. It seems that Apple ,"Watch LTE question Hello, I've been asking questions here and there, but I haven't found an answer. I'm using a Galaxy Watch 5LTE. When a call comes in, the caller appears on both the phone and watch "
PX2,Pixel 2,픽셀 2,25,14,3,8,non_target:25|comparison:11|software:6|battery:5|display:2,"right now you can only buy it in aftermarket. either you make a post of WTB or lookout for WTS threads. my 2 cents, don't buy the pixel 2 or XL, units now most likely will show its age and have proble","I have owned since launch day a Nexus 1, Nexus 4, 2x Nexus 6, 2x Nexus 7 and Pixel 2 XL and they are all currently still functional well past their warranty. (The Nexus 1 was replaced by Assurion for ",> thickphones with batteries that last for days are not. Point me to a recent one with a recent build of Android that receives regular security updates from a reputable builder and I'll buy it immedia,,
GTABS11U,Galaxy Tab S11 Ultra,갤럭시 탭 S11 울트라,24,13,1,10,comparison:11|display:10|price:9|accessories:8|connectivity:8,Samsung Galaxy Tab S11 Ultra Visits Geekbench With Dimensity 9400+ SoC; Specifications Leaked Days Ahead of Debut Samsung could unveil the Galaxy Tab S11 Ultra at its Galaxy event next week. Ahead of ,,,,
GFE21,Galaxy S21 FE,갤럭시 S21 FE,23,9,5,9,comparison:10|model_mention:5|software:4|connectivity:3|price:2,I got a Samsung S21 FE 5G as an award on a programming competition. OEM unlocking wasn't even an option in the developer settings until I connected the phone to the internet and set the date to one mo,"Firefox Mobile on a Samsung Galaxy S21 FE 5G with 8GB of ram, I've now been waiting for over 9 minutes for the gallery.platform.uno to load... The bar pretty much stopped moving at about 55% - 60% at ","All this is just making me more and more worried - after swearing off Samsung (many years ago due to my Note 3 motherboard dying and them quoting a crazy repair cost), I gave in and recently bought a ",Leak Time: Samsung Galaxy S21 FE pictured It’s leak time again and Evan Blass is the source. This time it’s the Samsung Galaxy S21 FE which he’s got some images of. The images show what could be quite,rumours s21 FE coming... maybe ill wait for s30 fe
GTABS10F,Galaxy Tab S10 FE,갤럭시 탭 S10 FE,23,16,0,7,comparison:10|price:10|accessories:8|display:8|software:6,,,,,
PX5,Pixel 5,픽셀 5,23,11,4,8,non_target:23|comparison:15|battery:5|display:5|software:3,"My very lax criteria yield only 4 phones released since 2023: * A phone, not a watch * Android 14 or later OS * Thickness: 9mm max * Height: 150mm max * Width: 71mm max and three of them are the overp","broke long time ago, now pixel 5 user","> The screen has color blurring when scrolling especially visible with text This was a big issue on my Samsung Galaxy S9 (2-3 years old flagship), OnePlus 7 Pro (2 years old flagship), and Google Pixe",how come no google pixel 5 thread?,
PX9P,Pixel 9 Pro,픽셀 9 Pro,23,14,4,5,non_target:23|comparison:19|software:10|price:5|connectivity:5,"Pixel 9 pro - How do I turn off volume lowerin? It's happening even when plugged into speakers. I swear I will never buy another google phone. Title. I cant turn off this ridiculous ""safety"" feature t","GrapheneOS version 2026050900 released Tags: - [2026050900](https://github.com/GrapheneOS/platform_manifest/releases/tag/2026050900) (Pixel 6, Pixel 6 Pro, Pixel 6a, Pixel 7, Pixel 7 Pro, Pixel 7a, Pi","GrapheneOS version 2026050600 released Tags: - [2026050600](https://github.com/GrapheneOS/platform_manifest/releases/tag/2026050600) (Pixel 6, Pixel 6 Pro, Pixel 6a, Pixel 7, Pixel 7 Pro, Pixel 7a, Pi","Im upgrading from my Pixel 9 Pro XL and I agree the camera should horizontal however, how often do we actually use our phones on a flat surface? Coming from a long time apple user (glad I finally made",
GA36,Galaxy A36,갤럭시 A36,22,4,1,17,comparison:14|model_mention:9|connectivity:7|performance:5|software:4,"Looks like I bothered some fanboys, the Earth still rotates around the Sun. I don't have time for people that refuse to accept the truth, and the fact is that ""duplex"" is not even a shadow of what the",,,,
GFE20,Galaxy S20 FE,갤럭시 S20 FE,22,10,4,8,comparison:9|model_mention:6|price:4|connectivity:4|performance:3,"I’ve tried to search for supported Samsung devices, especially the S20 FE, and it’s a nightmare to find anything relevant using Google. Google Search ignores /e/, making it all but impossible to find ","Not my experience; I have a Samsung Galaxy S20 FE. The battery regularly lasts 3 to 4 days with light usage. Something that was unheard of a few years ago. Of course, you can compare this to the pre s","Yeah, I unfortunately finally gave up the headphone jack. My phone broke and I couldn't find a good phone that had wireless charging, a headphone jack and a micro SD card slot. I went with the S20 FE ",Is S20 FE at rm2099 worth it right now? Only 4G and exynos though. Looking to upgrade from my crappy old iPhone 7+.,
GR1,Galaxy Ring,갤럭시 링,22,6,6,10,,The dangers of Samsung Galaxy Ring battery swelling,Galaxy Ring battery scare leaves user stranded and hospitalized,"""Ahhh this is not good. My Samsung Galaxy Ring's battery started swelling.""","Swollen Galaxy Ring battery gets stuck on finger, leads to hospital visit","Tbf I want a ring to do it. Samsung execs screwed up bad when they released the galaxy ring not only without nfc payments but also for that horrendous price. What a joke, now the big boy companies are"
GA54,Galaxy A54,갤럭시 A54,21,14,2,5,comparison:6|connectivity:5|model_mention:4|battery:3|software:3,> since you can get it with your phone subscription for a rather low monthly payment This is not (anymore) how people buy their phones in many countries. Even on relatively expensive post-paid plans i,Hurry! Samsung Galaxy A54 drops to a new low of $350 for a limited time,,,
GS1,Galaxy S,갤럭시 S,21,13,6,2,model_mention:1|comparison:1|battery:1|software:1,"I note that Linux mainline has a device tree for the ""Samsung Galaxy S1 (GT-I9000) based on S5PV210"", not sure how complete it is though. Lots of others too: $ grep -rhoE 'Samsung Galaxy[^""]+' ./arch/",One of the issues with user replaceable batteries is waterproofing (IP rating). My first smartphone was a Samsung Galaxy S1. It had an easilly swappable battery which was great because time between re,"Compare this to the Android system, where google has wholesale deprecated their podcasts app. You’ll have to find a 3rd party one if you want to access that functionality. My Galaxy S1 still plays pod","> it’s not a theft magnet Unfortunately, I don't think that's how it works. I had a Galaxy S1 stolen once, when it was already quite old. A friend of mine had his GS7 stolen, also several years old an","I bought a new iPhone SE a couple months ago after 12 years of using android phones. I was shocked by how quickly the battery drains. Its on par with the original Samsung galaxy S I had in 2010, and c"
GXC7,Galaxy XCover7,갤럭시 엑스커버7,21,8,1,12,comparison:8|others:3|software:2|price:1|performance:1,"> I don't miss headphone jacks AT ALL ... But then I tried the OG Airpods, and then the Pros with ANC ... Then I tried the AirPods Max ... I bought a pair Now, what you miss is around $1000, for hardw",,,,
GBL,Galaxy Buds Live,갤럭시 버즈 라이브,20,8,4,8,accessories:6|comparison:6|model_mention:5|battery:5|connectivity:1,"Galaxy Buds Live Speaker Diaphragm Problem Hi, After cleaning one of my buds with isopropyl alcohol 99, I noticed that one of them wasnt sounding good anymore. The bass was lower and the sound was wei",I actually don&#x27;t have any of those problems with galaxy buds live but absolutely hate the touch controls. They are so inconsistent. Sometimes it registers a touch. Sometimes it doesn&#x27;t. Some,"I've done nothing special to use Bluetooth headphones with my Linux computers (a Dell laptop, a Lenovo workstation and a Lenovo laptop, running either Fedora or Ubuntu) and I use a variety of them reg",Samsung's bean-shaped Galaxy Buds Live TWS earbuds leak in three colors,
GFIT,Galaxy Fit,갤럭시 핏,20,6,1,13,others:7|price:5|battery:5|display:2|comparison:2,"Can’t I use the Apple Watch at all without an iPhone? I use a Galaxy, but I like the Apple design better, so I want to buy an Apple Watch. I have a very old 6s with an air system, but I can't set it u",,,,
AP15P,iPhone 15 Pro,아이폰 15 Pro,19,11,3,5,non_target:19|comparison:16|display:5|design:4|battery:4,"galaxy fold glitches iPhone 17 Pro discoloration controversy, ‘cleaning habits’ the main culprit? Four banned substances that Apple and Samsung also warned about Reporter Minhyung Han Entered 2025.10.","Runners using iPhone 15 Pro Anyone using the iPhone 15 Pro, please check this out. I'm using an iPhone 15 Pro. I really thought my phone was going to explode while I was running. I put my phone in the",Samsung love to kill their brand. Bought a Samsung washing machine. Completely died in 2 months. Their third party repairer wrote it off and said it’d be a month wait for a new one. Several frustratin,,
AP8,iPhone 8,아이폰 8,19,10,6,3,non_target:19|comparison:4|accessories:2|performance:1|connectivity:1,"I'm running a Galaxy 7 Edge and two iPhone 8 Plus devices, but the iPhone 8 keeps stuttering, disconnecting, messing up, and not working.","I'm on year 3 of my iPhone 8, with 82% battery health. My total talk time is over 36 days , and I probably actively use it for non-talk tasks for 3-4 hours/day. In my experience, which included managi","> "" Most people use pre-paid phones until they either break down or get stolen. "" Reference please. My personal impression is that most people buy subsidized phones, as part of the contract, every 2 y",A big problem with the thesis of this story: no one else has ARM SoCs as fast as Apple's. The highest end Android phones available get smoked on performance by the 3-year-old iPhone 8: https://www.ana,A quick search indicates the iPhone 8+ is a couple years old so perhaps the Samsung phones at the time didn&#x27;t have that ability. The main thing I&#x27;ve heard about Samsung phones from the peopl
GACE,Galaxy Ace,갤럭시 에이스,19,11,2,6,others:1,">> ""Yeah, I think those are 2 really bad justifications."" I disagree. The SD card confuses people. I have several friends who bought a Galaxy Ace. It had very low internal memory but they thought that","There are many Android phones that are a lot cheaper than the Galaxy Nexus / iPhone, like Motorola Defy Mini, HTC Wildfire S, HTC Cha Cha, Samsung Galaxy Ace, Motorola Motoluxe, LG Optimus, etc ... an",,,
GZF2,Galaxy Z Fold2,갤럭시 Z 폴드2,19,8,1,10,connectivity:4|comparison:4|software:3|model_mention:3|display:2,Ask HN: Why doesn't Android have standard apps? USB Webcam? Settings? Calc? In 2022 it frustrates the hell out of me that on any Android phone I /may/ get apps I expect to be on the phone from the man,,,,
AP16PM,iPhone 16 Pro Max,아이폰 16 Pro Max,18,8,2,8,non_target:17|comparison:12|camera:4|battery:4|display:4,"The iPhone that was swallowed by a fish is back after 8 months.4 If your phone were unfortunate enough to end up in the stomach of a fish, most people would accept their fate, thinking they would neve",They can't get 5G SA to work stably yet. All options booked and still no data goes through. The device (iPhone 16 Pro Max) is even on their own list for compatibility. Flight mode on and off again or ,,,
GS20P,Galaxy S20+,갤럭시 S20+,18,6,5,7,software:6|display:5|comparison:3|price:2|model_mention:2,"Do you have any custom ROM for Galaxy S20+ (Snapdragon)? I want to update my remaining Galaxy S20 to 8.0. Where is it? But I heard that Snapdragon doesn't work, is that correct?","Will there be a Galaxy S20+ refresh or forced app closure? While using Pixel 3, I am currently using the iPhone 13 Pro. These days, I want to use Android again... so I'm thinking about the Galaxy 20+.",I had an S4 then a G4 and then a S8 and never looked back. I'm now on the S20+. The jump from the S4/G4 to the S8 was such a massive one it felt like it was a whole new experience. The only thing that,"I have the s20+ and tried to disable bixby as much as possible, but it cant be uninstalled (short of adb hacks that can get lost with updates), and even after disabling everything i could it kept popp","I never understood why Samsung phones were constantly receiving praise by tech reviewers while LG got crapped on. Samsung always wanted to do things their way -- different (shitty) UI, Samsung version"
GTABS7P,Galaxy Tab S7+,갤럭시 탭 S7+,18,7,3,8,model_mention:4|comparison:4|software:4|battery:2|connectivity:1,Many (most?) people do not even have devices that could utilize 1Gbit/s. My (relatively new) Galaxy Tab S7+ (11ac wifi) has a hard time going over 500Mbit/s (not sure if it's wifi or the slow internal,"I'm having trouble with the Galaxy Tab S7+ Samsung Cloud. At some point, I thought it was strange that my phone and Samsung Note weren't synchronizing. When you run Samsung Cloud, Only the image of th",I recently bought a Galaxy Tab S7+ and was surprised by the amount of bloatware that had been rammed into it. There was nothing as egregious as forced ads though. After an hour with adb I'd managed to,,
PX4,Pixel 4,픽셀 4,17,7,4,6,non_target:17|comparison:9|battery:2|design:2|software:2,"Some phones had near-IR camera (Pixel 4, Samsung S10) accessible via API. No &quot;killer app&quot; was found since then, 5+ years",I think this is a good thing in the long-run. Relying on WiFi access points to geolocation was always a bit of a hack and in my experience it's allowed phone manufacturers to roll back on the quality ,"Your experience isn't always representative - and mine isn't either, of course. I've been buying Nexus devices since the Galaxy Nexus and I owned every Pixel device so far and the only genuinely bad e",If pixel 4 is 5.8 inch screen it might become my first pixel phone Xl version too large and the previous versions quite ugly,
GW5P,Galaxy Watch5 Pro,갤럭시 워치5 프로,16,7,3,6,battery:6|software:5|design:4|camera:3|connectivity:3,wait ... what&#x27;s wrong with a galaxy watch 5 pro?,"Specifically, Google/Samsung destroying one of the major use cases for smartwatches (the other major one being fitness/sportsball tracking) - informative watchfaces. Not dissimilar to what Manifest V3",Summary of what I felt and the differences after changing from Galaxy Watch 4 to Galaxy Watch 5 Hello. I would like to compare and share the differences I felt while using the Galaxy Watch 4 and the G,,
GA25,Galaxy A25 5G,갤럭시 A25 5G,15,7,0,8,comparison:8|model_mention:8|software:8|display:6|camera:4,,,,,
GA50,Galaxy A50,갤럭시 A50,15,9,3,3,battery:1|software:1|display:1,Unable to boot into custom recovery (TWRP/other) on Galaxy A50 SM-A505FN/DS I’m having a very frustrating issue with my Galaxy A50 SM-A505FN/DS: I cannot boot into any custom recovery (TWRP or others),"Goodbye Windows. I enjoyed WSL for a while, but now everything around it is becoming more and more annoying. I wish they would offer a signature edition, with all the crap. Wouldn't mind paying a 50% ","You forgot planned obsolescence. Also, LG (of all the appliances we put in our house, LG has, by far, the shittiest software -- they are somehow worse than samsung) is going to move to a mode where yo",,
GTABS9U,Galaxy Tab S9 Ultra,갤럭시 탭 S9 울트라,15,10,2,3,display:4|accessories:4|software:4|comparison:4|design:2,Samsung Tab S9 Ultra Review: Is the iPad Killer Real? [video],"Galaxy Tab S9 Ultra Keyboard Book Cover Refresh Bug There seems to be a bug in the Galaxy Tab S9 Ultra keyboard book cover refresh... When I turn on Notion, my phone keeps refreshing. When I turn on K",,,
GZFL4,Galaxy Z Flip4,갤럭시 Z 플립4,15,3,6,6,comparison:8|model_mention:5|camera:2|build_quality:2|display:2,플립4 저랑 동일하네요. 저는 저상태에서 화면도 180도가 안되고 150도 쯤... 아이가 처음 고장냈을땐 힌지만 삐걱거렸지 액정은 멀쩡했는데 서랍에 묵였더니 저렇게 됐어라구요. 민팃 포기상태 ㅜㅜ,"There is a lot more detail provided at [1] and [2]. The app developer/administrator is stated to have sold the app to resellers who then sold ""dedicated encrypted criminal communication devices""[3][4]","I feel it heavily depends on the modem. I used to have a Pixel 5a, which has an SoC (Snapdragon 765G) that was released during the late stages of the transition from LTE to 5G. On that phone, 5G was a","After updating zFlip4 oneUI 5.0, a play store error occurred. As the title says, I am using z flip 4 kt and after the recent update, when I access the play store, the main page is always there. Proble","Galaxy Z Flip 4 KakaoTalk saved photos do not appear in the gallery. hello. Since yesterday, photos downloaded from KakaoTalk do not appear in the photo app. As shown in the picture, it floats when yo"
GA51,Galaxy A51,갤럭시 A51,14,8,2,4,software:4|model_mention:3|comparison:3|connectivity:2|battery:1,Samsung Galaxy A51 stuck on charging icon (lightning bolt) I have a Samsung Galaxy A51 which is stuck on the charging icon (lightning bolt). It shows no battery percentage. I tried replacing the batte,A Samsung A51 is a budget phone: https://browser.geekbench.com/android_devices/samsung-galaxy... Similar performance to an average Haswell Laptop CPU. https://browser.geekbench.com/processors/intel-co,,,
GA26,Galaxy A26,갤럭시 A26,13,6,0,7,comparison:9|model_mention:6|camera:5|battery:4|software:3,,,,,
GBPLUS,Galaxy Buds+,갤럭시 버즈+,13,8,1,4,accessories:13|battery:3|model_mention:2|comparison:2|camera:2,Way to master reset / factory reset galaxy buds plus forcefully Recently my right galaxy plus earbud stopped working..i have tried reset from app pairing unpairing..battery drain and everything in the,,,,
GTABACT5,Galaxy Tab Active5,갤럭시 탭 액티브5,13,6,3,4,accessories:5|connectivity:5|camera:5|battery:4|software:4,"I don't know what use case you represent. Me, as a very picky sort-of-hater of all things that reek of smartphone, I'm looking at several devices to acquire: 1. Lenovo Legion Go 2 : Windows (and possi","Galaxy Tab Active5 Case This is the Galaxy Tab Active 5 case I purchased from Amazon this time. It's not a dedicated case, but you fasten the four plastic structures with Velcro fasteners and then ins","I enjoyed reading the review. I am using TabActive 3 as my main phone. I have presbyopic eyes and I like big devices. However, sometimes I take videos of children, but they are recorded in mono, so I ",,
GWA,Galaxy Watch Active,갤럭시 워치 액티브,13,9,3,1,comparison:4|model_mention:4|price:2|design:2|camera:2,"That sensor is a problem, but I heard the vibration sensor isn't that great, is that true? People who switched from using the Apple Watch to the Galaxy Watch Active 2 say that the vibration is really ","Galaxy Watch Active 2 Under Armor Edition This is the Galaxy Watch Active 2 Under Armor Edition. Only aluminum model was released. The price is about 30,000 won more expensive than the regular version","I had a Galaxy Watch Active with Samsung Pay for a while and I have to agree. That is a great feature if it works. However, it didn't actually work very well. You have to do several button presses and",,
GWA2,Galaxy Watch Active2,갤럭시 워치 액티브2,12,3,1,8,display:3|others:2|performance:2|battery:1|connectivity:1,"@Guam Mr. Yes. I have the same combination, but it connects well and there is no problem using it. It would be a good idea to reset and try again. Before attempting to connect, it would be a good idea",,,,
AP15PM,iPhone 15 Pro Max,아이폰 15 Pro Max,11,3,1,7,non_target:11|comparison:7|battery:5|camera:4|display:4,"Anyway, I feel like I did a good job with the change. I don't think I'll ever use an iPhone again because I hate the iPhone 15 Mac's fucking fever and the closed iOS ecosystem.",,,,
GTABS10U,Galaxy Tab S10 Ultra,갤럭시 탭 S10 울트라,11,9,1,1,comparison:4|connectivity:3|display:3|software:3|accessories:2,"Tab S10 Ultra fever This time, I'm using a 16GB Tab S10 Ultra, and my main use is drawing and taking classes. While I was listening to the lecture today, I took notes with the note app next to me and ",,,,
GTABS9,Galaxy Tab S9,갤럭시 탭 S9,11,2,0,9,comparison:5|model_mention:4|display:3|ai_features:1|camera:1,,,,,
GA12,Galaxy A12,갤럭시 A12,10,4,2,4,comparison:7|display:5|model_mention:3|price:3|accessories:2,"I gave it a try but only got suggestions to search for ""hoesje voor samsung galaxy a12"" (phone case for Samsung A12), ""hulpmiddelen voor bandenreparatie"" (tyre repair things) and ""horloges mannen horl","I don't think it's about ""is $<x> a lot of money"": > According to 2020 numbers from the US Bureau of Labor Statistics, those in the lowest 20 percent of income earners spent $150 more a year on their ",,,
GA35,Galaxy A35 5G,갤럭시 A35 5G,10,2,0,8,comparison:6|connectivity:6|model_mention:5|software:3|design:1,,,,,
GS21P,Galaxy S21+,갤럭시 S21+,10,4,3,3,model_mention:1|comparison:1|battery:1|software:1,">Is there an appetite for such a product if the app ecosystem was also available ? No, not really. Samsung has DeX[1] which is exactly what you describe - connect your phone to a USB-C hub, plug in HD","This happened in my pocket the other day, first time it happened. Samsung Galaxy S21+ that I have as a work phone. Suddenly a loud noise started blaring in the car and I had no idea where it came from","Comparing the Galaxy S21+ and Galaxy Fold 3 batteries I think the Galaxy Fold 3 battery runs out quickly... I am considering purchasing a used Galaxy S21+ phone. In actual use, will the battery last l",,
GTABS8P,Galaxy Tab S8+,갤럭시 탭 S8+,10,8,1,1,price:2|display:2|accessories:1|camera:1|software:1,The biggest transformation was getting an RH Mereo chair. For me it's solved the back and leg issues caused by poor posture. It's the first chair to make me sit comfortably & correctly [1]. Also trans,,,,
GW3,Galaxy Watch3,갤럭시 워치3,10,3,3,4,accessories:3|build_quality:1|comparison:1|battery:1|connectivity:1,"Galaxy Watch 3 Bugged My Galaxy Watch 3 (non LTE version) , suddenly doesn't measure my heart rate and doesn't send notifications received on my phone (while I am having continuously measuring HR turn",Samsung’s Galaxy Watch 3 is down to its lowest price on Amazon,"Samsung Galaxy Watch 3 specs leak reveals display sizes, batteries, and more",,
PX8P,Pixel 8 Pro,픽셀 8 Pro,10,6,0,4,non_target:10|comparison:3|camera:2|connectivity:1|price:1,,,,,
GA40,Galaxy A40,갤럭시 A40,9,3,3,3,model_mention:1|comparison:1|software:1,"No Android 12 (released October 4, 2021) or 13 for the Galaxy A40 phone has been released by Samsung :c OS updates make or break devices long term.",The no notch option on my Galaxy A40 got unshipped. Not happy.,"The same in Firefox on Samsung Galaxy A40, Firefox version is 81.1.1 (Build #2015764547). I missed the puppy because of that.",,
GT2_10,Galaxy Tab 2 10.1,갤럭시 탭 2 10.1,9,4,5,0,battery:1|software:1,Why my device is giving the error &quot;Kernel Panic Upload Mode&quot;? I have a Samsung Galaxy P5100 Tab 2 10.1 running Android 4.2.2. I have been using it for around two years and I have been gettin,"Its window had passed before the injunction. The ban went into effect June 26, 2012, a full year after the Galaxy Tab 10.1 went on the market. Meanwhile, the Galaxy Tab 2 10.1's successor, which was n","The Samsung Galaxy Tab 2 10.1 costs $100 less than the latest iPad, and the same as the iPad 2. May I assume that ""Samsung's iPad"" in this case was actually a seven inch model, and a blatantly unfair ",Is it really-system wide? I've compared Galaxy Tab 2 10.1 and Nexus 7 side by side. Android UI seems smoother and more responsive on Nexus 7. But there is no difference in page scrolling in Chrome bro,Samsung Galaxy Tab 2 10.1 Highlights Android’s Tablet Problem
GTABS10P,Galaxy Tab S10+,갤럭시 탭 S10+,9,5,1,3,comparison:4|price:3|model_mention:2|camera:2|software:1,"Samsung Galaxy Tab S10+ shipment delays? Yes, received the same. And i am in Sarawak. I pre-ordered 11 October 2024; now ETA will be somewhere 15 November 2024 onwards based on their timeline. I am re",,,,
GA24,Galaxy A24,갤럭시 A24,8,4,0,4,comparison:4|camera:2|ai_features:1|battery:1|software:1,,,,,
GA53,Galaxy A53,갤럭시 A53,8,4,2,2,model_mention:3|comparison:3|display:1|connectivity:1,"Galaxy A53 would have removed it, at least if they allowed to flash from UI8, I tried the ROM and it stuck in UI8. I will buy Chinese devices, now Samsung is over for me.","I cleaned a Samsung A53 under the faucet about 2 years after purchase brand new, using only a little water. It failed soon after from water damage. I had to get it dried out and a new screen fitted, a",,,
GBEAM,Galaxy Beam,갤럭시 빔,8,2,1,5,display:1,"> The firmware isn't going to help convince you to purchase a Galaxy Beam either, since it's running Android 2.3 Gingerbread. Why Samsung why? Software and a cheaper device seem to be the biggest prob",,,,
GJUMP3,Galaxy Jump 3,갤럭시 점프 3,8,0,0,8,,,,,,
GM55,Galaxy M55,갤럭시 M55,8,5,0,3,software:5|camera:5|battery:5|display:4|connectivity:2,,,,,
GTACT3,Galaxy Tab Active 3,갤럭시 탭 액티브 3,8,3,1,4,software:3|model_mention:1|comparison:1,"> - water tightness. Yes, seals are a thing, a few Samsung models (Tab Active 3) support that... but guess where I had damage from water ingress on mine? Yup, through the SD card slot. Rubber seals ev",,,,
GTS5E,Galaxy Tab S5e,갤럭시 탭 S5e,8,5,1,2,connectivity:1,"I tried it on a Galaxy Tab s5e and an LG v35, which have last year's mid-range Qualcomm chip and 2018's high-end chip respectively. On the v35 loading was slow, and sometimes it would crash or make al",,,,
GXC6,Galaxy XCover6 Pro,갤럭시 엑스커버6 프로,8,5,0,3,design:1|battery:1|others:1,,,,,
GA32,Galaxy A32,갤럭시 A32,7,4,1,2,battery:3|comparison:2|software:2|accessories:1|model_mention:1,"Is it really so hard for them to spend 30 seconds explaining this to users? It's not exactly rocket science, right? They could literally send a text when they notice a new incompatible device like thi",,,,
GA34,Galaxy A34 5G,갤럭시 A34 5G,7,6,0,1,software:3|display:3|camera:3|connectivity:2|battery:1,,,,,
GGS3,Samsung Gear S3,삼성 기어 S3,7,1,2,4,others:3|accessories:2|connectivity:2|design:1|battery:1,I tried it on my Gear S3... I think it's because the existing Samsung Pay method couldn't be used on the watch because there were some legal issues or other issues.,"Watch-type kids phones originally existed in the past, but Jun 1/Jun 2/Aki (discontinued), etc... They are usually not durable, have latency when tracking location, and have some bugs in the OS. What ",,,
GTABA8,Galaxy Tab A8,갤럭시 탭 A8,7,2,4,1,others:2|software:1,"Gotta admit I'm curious there. I've rocked a rk3399 chromebook for years (stopped roughly when it got deprecated) without issues, and I was stressing it with crouton. My gf is still using a rk3288 chr","For the same price one can buy a 10.5&quot; Galaxy Tab A8. But still, very cool. I wish e-paper wasn&#x27;t expensive as hell and so dreadfully slow to update, it would cut down on energy usage in so ",My M1 Max MacBook Pro treats my Galaxy Tab A8 like an external battery which makes development quite annoying. It&#x27;s strange that this hasn&#x27;t been figured out in 10 years.,"A missing setting on this tab a7 lite, samsung browser There is no such option, My old tab a 8 inch, this 8.7 inch Not possible not enough space Weird after close open app several time Suddenly that o",
GTABA9,Galaxy Tab A9,갤럭시 탭 A9,7,2,2,3,display:2|comparison:2|others:1|software:1|performance:1,The display of the Galaxy Tab A9 series is really bad. It looks worse than the Chinese tablet.,"Tested on a few tablets my company sell / used to sell : - FAIL Galaxy Tab 4 7"" (SM-T230) Android 4.4.2 - FAIL Galaxy Tab A 7"" 2016 (SM-T280) Android 5.1.1 - SUCCESS Galaxy Tab A 9.7"" (SM-T550) Androi",,,
GTABS9P,Galaxy Tab S9+,갤럭시 탭 S9+,7,4,0,3,comparison:3|software:2|model_mention:1|accessories:1|performance:1,,,,,
GA13,Galaxy A13,갤럭시 A13,6,2,0,4,software:3|comparison:2|model_mention:2|connectivity:2|battery:1,,,,,
GTS4,Galaxy Tab S4,갤럭시 탭 S4,6,1,2,3,price:3|performance:2|software:2|comparison:2|accessories:1,"This is a review of the Galaxy Tab S4 Nego Korea Pure Gorilla 4 product. The punching process is accurate, the size is the same, and the thickness is thin, so it works well without touching errors. It","Are you worried about repairing your Galaxy Tab S4 with a broken screen? Tablet replacement?? I'm wondering what to do with my Galaxy Tab S4 whose screen is gone... Personally, I prefer the tablet + p",,,
GW4C,Galaxy Watch4 Classic,갤럭시 워치4 클래식,6,2,2,2,battery:4|design:2|price:1|software:1|display:1,I think my watch is broke Galaxy watch 4 classic Last night it went into odin mode so I tried some of the fixes like trying a hard reboot but now when I try to reboot it while its on charge its gets o,"I happened to have two Galaxy Watches.. Isn’t that good? Last time I purchased the Fold 4, I thought I should also purchase the Galaxy Watch, so I looked into it. The first concern was Watch 4 Classic",,,
GXC5,Galaxy XCover5,갤럭시 엑스커버5,6,2,1,3,software:1,"I have a Samsung Galaxy xcover 5. It has a battery that I can pop out and replace with no tools (like in the olden days). I bought an extra battery, and now when I go traveling I just swap batteries i",,,,
GXCPRO,Galaxy XCover Pro,갤럭시 엑스커버 프로,6,3,1,2,,"I have given my old Sumsung to my father, who barely know how to send a mail, and enabled the ultra power mode. What it does is restrict the phone to the home screen, you can have a maximum of 8 apps ",,,,
GA01,Galaxy A01,갤럭시 A01,5,2,1,2,software:2|model_mention:1|comparison:1|display:1,Is Android Switch bloatware? I found it recently installed in my device. I use samsung galaxy A01 running android 10. Google play installed it without my permission and it has a lot of permissions tha,,,,
GA21S,Galaxy A21s,갤럭시 A21s,5,0,1,4,comparison:1|camera:1|software:1,"My phone, Samsung Galaxy A21s, is stuck on Android 12 and One UI Core 4.1",,,,
GA33,Galaxy A33 5G,갤럭시 A33 5G,5,1,2,2,connectivity:2|price:1|ai_features:1|camera:1|software:1,"The issue is that the choice is vanishing, and the point of this thread is that it's likely not because of valid technical reasons (you could already get slim and waterproof with a removable back seve","Do you specifically mean Galaxy S? I bought a Galaxy A33 the other day for my mother. It came full of crapware. All kinds of Samsung this-or-the-other. Some of the apps can be disabled, but not all. L",,,
GEXPRESS,Galaxy Express,갤럭시 익스프레스,5,3,0,2,,,,,,
GGRPRM,Galaxy Grand Prime,갤럭시 그랜드 프라임,5,5,0,0,model_mention:1|design:1|battery:1|software:1|connectivity:1,,,,,
